"Gene","logFC","AveExpr","t","P.Value","adj.P.Val","B","Regulation","...9","...10"
"BEND4",1.73191287101326,1.79472941475587,9.5737940932269,6.23143494145883e-16,1.3011522660522e-13,25.7910445551761,"Up",NA,"'BEND4',"
"SLC4A4",1.73015683953553,3.88645477974988,5.7535716063653,8.93819731801781e-08,1.08392051054147e-06,7.47482074672128,"Up",NA,"'SLC4A4',"
"FEV",1.72952309100275,2.0744287651187,8.17396572098986,7.83013466658684e-13,5.15370385337741e-11,18.8128163793141,"Up",NA,"'FEV',"
"ADRB1",1.72021775962975,2.56585157349621,7.32146871642532,5.46818221030904e-11,1.82601099324401e-09,14.6671977155073,"Up",NA,"'ADRB1',"
"STEAP4",1.70674875656011,4.08533697531015,6.16743861962605,1.35716551820946e-08,2.10181319725431e-07,9.30128537765498,"Up",NA,"'STEAP4',"
"TMEM178A",1.7016975059325,2.48468913471457,5.55460011843982,2.16506038538682e-07,2.34110041434149e-06,6.61954153477654,"Up",NA,"'TMEM178A',"
"PRR36",1.69862584648875,2.09946203727545,10.542654529089,4.30161796589939e-18,2.42065198687689e-15,30.6580591630847,"Up",NA,"'PRR36',"
"C1orf116",1.68637478672765,5.14475414120615,4.97577772534612,2.59400589772149e-06,2.04792312638021e-05,4.22758475964161,"Up",NA,"'C1orf116',"
"ENTPD5",1.66809882578752,4.22726080837715,7.499111016909,2.27891054756323e-11,8.78953057474175e-10,15.521031760964,"Up",NA,"'ENTPD5',"
"PMEPA1",1.65538398111915,6.26004571734467,4.89911984401983,3.56482955103276e-06,2.69266917355763e-05,3.92250815114295,"Up",NA,"'PMEPA1',"
"SMPDL3B",1.6477414292951,2.12923945783656,10.8814064853946,7.57849878744066e-19,5.73629204052696e-16,32.3558064244713,"Up",NA,"'SMPDL3B',"
"SLC44A4",1.64301641055287,6.58648588802635,5.33702611291998,5.59771224800808e-07,5.38887338088579e-06,5.70290647509015,"Up",NA,"'SLC44A4',"
"STX19",1.63572953813285,2.42502512939808,7.99415863521153,1.93431053494535e-12,1.07457752837361e-10,17.9292411768811,"Up",NA,"'STX19',"
"GAL",1.63255914548655,1.26988152301778,8.25323934215433,5.24903618540197e-13,3.72476528687548e-11,19.2036448788465,"Up",NA,"'GAL',"
"ARHGEF38",1.61799515073898,2.02827278843682,10.4652679895022,6.39872171754393e-18,3.05892575581324e-15,30.2697036574284,"Up",NA,"'ARHGEF38',"
"GCNT1",1.61753222283985,2.44815307531631,8.69973281239307,5.4534930594626e-14,5.66103742389701e-12,21.4172332302487,"Up",NA,"'GCNT1',"
"CAMKK2",1.61114154017735,4.66213260239928,9.73644529927323,2.7031696247929e-16,6.54743725386503e-14,26.608044274335,"Up",NA,"'CAMKK2',"
"ARFGEF3",1.60091819096054,4.0094744873329,8.68969607637494,5.73937102180427e-14,5.82465999899979e-12,21.3672736846516,"Up",NA,"'ARFGEF3',"
"MBOAT2",1.59170885614934,3.92911519536075,7.20620838432954,9.61813389879727e-11,2.95140237171539e-09,14.116551108142,"Up",NA,"'MBOAT2',"
"FGFRL1",1.59138772623075,3.36859288559453,10.0935997327516,4.31541478663573e-17,1.42534227298227e-14,28.4028634607764,"Up",NA,"'FGFRL1',"
"PYCR1",1.58453043581705,4.9095198897804,8.14939044544372,8.86238092207827e-13,5.72932426442968e-11,18.6918103302225,"Up",NA,"'PYCR1',"
"SFTPA2",1.58291095790874,3.26683831068703,4.71182553266379,7.66127918371079e-06,5.18094219359673e-05,3.189622227973,"Up",NA,"'SFTPA2',"
"TRIM36",1.58173887849109,2.45801931883703,9.12201259456727,6.3155447950229e-15,9.32749485742976e-13,23.5255811643371,"Up",NA,"'TRIM36',"
"LRIG1",1.58084754043387,4.62260956019533,7.66910318695135,9.81167956139514e-12,4.2539133869285e-10,16.3435066558337,"Up",NA,"'LRIG1',"
"ESRP2",1.55587848105829,3.54449609465198,9.72485943716838,2.86890454351677e-16,6.85743683388496e-14,26.5498345275279,"Up",NA,"'ESRP2',"
"MCCC2",1.55493654647893,5.63433309358575,7.9285406997185,2.68788353711512e-12,1.41530702420966e-10,17.6078693238484,"Up",NA,"'MCCC2',"
"C9orf152",1.55008713992232,3.92926776323643,6.99177881918576,2.73023120326307e-10,7.14659654733098e-09,13.0997603307873,"Up",NA,"'C9orf152',"
"LUZP2",1.54724423734774,1.44142139028441,8.27744981986707,4.6448687254211e-13,3.35071957140363e-11,19.3231512040529,"Up",NA,"'LUZP2',"
"DNAH5",1.53993833153868,1.24387743420151,10.3519385544473,1.14487158261869e-17,4.83668306275609e-15,29.7007135199172,"Up",NA,"'DNAH5',"
"B3GAT1",1.52343174775882,1.42031114007882,9.56134110015478,6.64277239286014e-16,1.34080670320775e-13,25.7285135446016,"Up",NA,"'B3GAT1',"
"CACNA1D",1.5230748879207,1.4566509064846,9.09186436774408,7.36893325018063e-15,1.02186291162429e-12,23.3747006309985,"Up",NA,"'CACNA1D',"
"COLEC12",1.52059597250391,3.19801954641143,7.05332428280396,2.02574850128982e-10,5.55887421063911e-09,13.3905396255092,"Up",NA,"'COLEC12',"
"PRR16",1.51639191928125,2.48837570212115,6.09733149205785,1.87515082199386e-08,2.79901313330653e-07,8.9876616938962,"Up",NA,"'PRR16',"
"SBK1",1.51471850603351,1.94476816571937,10.2910138273726,1.56540660498775e-17,6.31937253026831e-15,29.3947235230803,"Up",NA,"'SBK1',"
"TRIB1",1.50284526288209,4.97838262732802,6.83910080127395,5.70335389482065e-10,1.36146027402512e-08,12.3823114652343,"Up",NA,"'TRIB1',"
"GPR160",1.49615746262495,4.09161130620012,7.03594500533637,2.20405611194906e-10,5.96113068896608e-09,13.3083402950609,"Up",NA,"'GPR160',"
"MYBPC1",1.48378034401632,3.62783114665321,4.63811918247865,1.03044265060771e-05,6.6877531943336e-05,2.9062230353368,"Up",NA,"'MYBPC1',"
"REPS2",1.47910938889137,3.15354278412123,9.47963578494449,1.01030873990424e-15,1.95247537969153e-13,25.318333350884,"Up",NA,"'REPS2',"
"PTP4A3",1.47389390621736,4.20352108851815,6.76974438837921,7.95563731694933e-10,1.80652634374627e-08,12.0583138086924,"Up",NA,"'PTP4A3',"
"CST2",1.46913555925302,1.31581951432623,5.03395246435099,2.0342839855177e-06,1.66159872450796e-05,4.46102625421695,"Up",NA,"'CST2',"
"SH3RF1",1.46736768850669,4.0509292168107,9.07071284998502,8.21097109681212e-15,1.11313806675141e-12,23.2688734131257,"Up",NA,"'SH3RF1',"
"ERBB3",1.4640184078418,4.47159809181135,8.59379817328836,9.34765904185173e-14,8.53314442986325e-12,20.8903457852713,"Up",NA,"'ERBB3',"
"APOC1",1.45736175542172,2.48019843196712,6.80907354999396,6.58827610584628e-10,1.53833706605146e-08,12.2418886880487,"Up",NA,"'APOC1',"
"SERPINA11",1.43931306691509,1.12936969593257,6.36533765484701,5.40453459166413e-09,9.42214735049621e-08,10.1952162005767,"Up",NA,"'SERPINA11',"
"COMP",1.43230298878304,1.96021216547258,4.67124220883798,9.02239634143729e-06,5.96003097958363e-05,3.03322257702988,"Up",NA,"'COMP',"
"FFAR2",1.4271128789919,1.73408707357454,7.14873066770041,1.27338342912808e-10,3.71304709045597e-09,13.8430003554206,"Up",NA,"'FFAR2',"
"SPTBN2",1.42553485722702,3.70329723162784,7.34848728172882,4.78841763686654e-11,1.64435528906082e-09,14.7966678236862,"Up",NA,"'SPTBN2',"
"TMPRSS2",1.42094978158638,6.89102276085496,3.74160404493489,0.000300274984263582,0.001275677119769,-0.289990009611587,"Up",NA,"'TMPRSS2',"
"ABHD2",1.4031192334255,5.29506747321846,6.32108434626986,6.64688364337408e-09,1.12847932958442e-07,9.99424393334611,"Up",NA,"'ABHD2',"
"PTPRN2",1.40211074709506,4.18729799804647,5.71435137656459,1.06534427714492e-07,1.2575077413005e-06,7.30499867954937,"Up",NA,"'PTPRN2',"
"SDK1",1.3997550601123,1.83407896209944,7.69595401833862,8.58514985954368e-12,3.82249589089388e-10,16.4738713413984,"Up",NA,"'SDK1',"
"RALGAPA2",1.39846308301737,3.24258900939552,9.74426570438917,2.59674373699822e-16,6.46197900360406e-14,26.6473365415076,"Up",NA,"'RALGAPA2',"
"THBS4",1.38426290254245,1.96938552449252,5.88863829850503,4.86258756769684e-08,6.41960506938814e-07,8.06411811675328,"Up",NA,"'THBS4',"
"CREB3L1",1.38415635499033,5.20802924950966,6.40195197552778,4.55222211597204e-09,8.15539121881145e-08,10.3619510050322,"Up",NA,"'CREB3L1',"
"CLDN8",1.37090567406137,3.47613035318589,4.98859868460275,2.45903372925555e-06,1.9549587188471e-05,4.27889094136747,"Up",NA,"'CLDN8',"
"TMEM132A",1.36269210609167,2.66810515983729,8.29094803862318,4.33863264600801e-13,3.17632511651231e-11,19.3898091015588,"Up",NA,"'TMEM132A',"
"BHLHA15",1.35992343804226,3.35792571185125,5.69419343725351,1.16568172624769e-07,1.35829212565847e-06,7.21794762607652,"Up",NA,"'BHLHA15',"
"TMC5",1.35842537384259,3.24625934456378,6.47204078620274,3.27403341659329e-09,6.0751880537113e-08,10.6822473225614,"Up",NA,"'TMC5',"
"PLA2G7",1.35759562931326,3.86456275651407,5.17462966363387,1.1231395230851e-06,9.92844407608953e-06,5.03220689302963,"Up",NA,"'PLA2G7',"
"EPCAM",1.35060092046543,6.18957215216012,7.31324310221388,5.69354083465635e-11,1.88052477822486e-09,14.6278104149938,"Up",NA,"'EPCAM',"
"VSTM2L",1.34528683266847,4.02441114779531,4.75572208651649,6.41337701986884e-06,4.44677125736402e-05,3.35976683022468,"Up",NA,"'VSTM2L',"
"ERGIC1",1.33699501311755,5.52394050669697,8.30735687320114,3.99331754419913e-13,2.99762836809592e-11,19.4708678100545,"Up",NA,"'ERGIC1',"
"CHRNA2",1.33314312269377,3.55220819365387,4.35622491961865,3.12055691509214e-05,0.000176928954180911,1.84977701337969,"Up",NA,"'CHRNA2',"
"FNDC10",1.33258667622184,1.66719761250476,8.3700045386987,2.90873046641813e-13,2.27975653484968e-11,19.780613944372,"Up",NA,"'FNDC10',"
"SLC38A11",1.3195953643616,2.09015859656287,5.31394487019002,6.18424999882788e-07,5.89727482827859e-06,5.6068608810399,"Up",NA,"'SLC38A11',"
"CPNE4",1.31660085828524,3.91024092395224,4.89580516285981,3.61394939580348e-06,2.72184928375481e-05,3.90938249399619,"Up",NA,"'CPNE4',"
"CENPN",1.31044302286099,2.8127328189879,7.36938305017861,4.32080484072593e-11,1.51236494675582e-09,14.896897250931,"Up",NA,"'CENPN',"
"PPP3CA",1.30995926433234,5.89089149226718,7.36166648930652,4.48796172547544e-11,1.56184507097676e-09,14.859873706493,"Up",NA,"'PPP3CA',"
"SYT7",1.30697552835919,4.89871382286017,4.15941221381875,6.59616054055477e-05,0.000338778208594057,1.13921927773551,"Up",NA,"'SYT7',"
"CREB3L4",1.30029035803272,5.68465340114847,4.72819225715903,7.1706725539299e-06,4.887896345767e-05,3.25294220360527,"Up",NA,"'CREB3L4',"
"MON1B",1.2901457879337,4.02096425328593,5.7226522171417,1.02653626893449e-07,1.22282346632551e-06,7.34089140033768,"Up",NA,"'MON1B',"
"UGT2B4",1.28958559903755,0.742811483281334,5.14707469508064,1.26259055242838e-06,1.10005851201026e-05,4.9195961173474,"Up",NA,"'UGT2B4',"
"COL2A1",1.28657937706865,1.04493130968984,4.23732739935318,4.91713394604304e-05,0.00026125959422,1.41777120604563,"Up",NA,"'COL2A1',"
"ALDH3B2",1.28449252890237,2.70909342486222,4.63617049211832,1.03851105423779e-05,6.72809979004411e-05,2.89876972235364,"Up",NA,"'ALDH3B2',"
"NUP210",1.2807018108303,3.28586240041477,10.541620220793,4.32450547696389e-18,2.42065198687689e-15,30.6528696657232,"Up",NA,"'NUP210',"
"PPM1H",1.27819057032915,4.06799251716024,8.69133459651379,5.69170049753437e-14,5.80873209203424e-12,21.3754291425876,"Up",NA,"'PPM1H',"
"TLCD1",1.27768620147776,3.08304470470576,7.75495899248327,6.39928236620535e-12,2.95799907034317e-10,16.7607618804512,"Up",NA,"'TLCD1',"
"HOXC6",1.27309799062857,1.20515278550794,8.5972282026856,9.18610856597002e-14,8.4708044776351e-12,20.9073907868998,"Up",NA,"'HOXC6',"
"ZDHHC9",1.26721069097371,4.16424043380748,10.0278933887156,6.04823240263109e-17,1.86224050552875e-14,28.072660901425,"Up",NA,"'ZDHHC9',"
"SAMD5",1.26568565850519,1.59909760173134,7.94410326960603,2.48625311640805e-12,1.32449484201375e-10,17.6840342595212,"Up",NA,"'SAMD5',"
"IQANK1",1.2649233627667,2.75398327308395,8.70242100677578,5.37936541826762e-14,5.65794029852453e-12,21.4306155392047,"Up",NA,"'IQANK1',"
"PRSS8",1.26284181266571,5.2701551231862,4.13484201707524,7.23130695460424e-05,0.000367554342857696,1.05213935529103,"Up",NA,"'PRSS8',"
"SERINC5",1.26019237668691,4.83225246204301,7.80365737426184,5.01918675832e-12,2.36827393900366e-10,16.9979567741492,"Up",NA,"'SERINC5',"
"DNASE2B",1.25589448422931,1.97603598085268,4.91246960134999,3.37349274289547e-06,2.56521009491164e-05,3.97542683661559,"Up",NA,"'DNASE2B',"
"DBNDD1",1.25128777010192,2.49312889480147,9.05266143984598,9.00511557151958e-15,1.21175503312759e-12,23.1785758614387,"Up",NA,"'DBNDD1',"
"ADM2",1.24842863982259,2.36423748486255,7.36455958239537,4.42455240553789e-11,1.54273357003841e-09,14.8737532059229,"Up",NA,"'ADM2',"
"PPM1E",1.24624349049681,1.44400253598442,8.9134173874406,1.83444646981227e-14,2.20692414374899e-12,22.4826732406223,"Up",NA,"'PPM1E',"
"FMOD",1.24287851214611,5.38420932470165,4.22571388032273,5.13831891190418e-05,0.000271660946896541,1.37602135055781,"Up",NA,"'FMOD',"
"TMTC4",1.24168803537107,3.01840658894308,10.5434521377809,4.28405105650418e-18,2.42065198687689e-15,30.6620610327803,"Up",NA,"'TMTC4',"
"PLA1A",1.24126974476081,3.16939633790239,3.79052141067253,0.000252802449786961,0.00109604040640333,-0.12846846529819,"Up",NA,"'PLA1A',"
"TP53INP1",1.23946313475736,4.33202749042032,8.26664690727415,4.90538678907273e-13,3.49455907491354e-11,19.2698182663817,"Up",NA,"'TP53INP1',"
"KLK15",1.23317296913689,1.26082396810589,7.28330016110455,6.5945021517542e-11,2.12781041010243e-09,14.4845479539338,"Up",NA,"'KLK15',"
"HOMER2",1.23289332868466,4.27706643597124,5.1338314200938,1.33548929950084e-06,1.15361381905527e-05,4.86559946020909,"Up",NA,"'HOMER2',"
"NKAIN1",1.23027901875497,1.68115672305803,5.08862178750152,1.61662410787087e-06,1.36339802894997e-05,4.68188602535137,"Up",NA,"'NKAIN1',"
"SLIT1",1.23015415067281,0.819643670697498,9.62072077721086,4.89736087007444e-16,1.09403037048231e-13,26.0267099372242,"Up",NA,"'SLIT1',"
"MIPEP",1.21735418771647,3.61712038446988,5.7490229329079,9.12230348231129e-08,1.10256663379685e-06,7.45509478342647,"Up",NA,"'MIPEP',"
"BMPR1B",1.21708683222815,3.84717295227386,6.29757961262611,7.4172773805928e-09,1.23390348805722e-07,9.88774707554908,"Up",NA,"'BMPR1B',"
"NEDD4L",1.21140096588696,3.54813936431295,6.95381653915011,3.28068904675191e-10,8.38213744350143e-09,12.9208450730949,"Up",NA,"'NEDD4L',"
"MS4A8",1.2113149723605,1.95596331855206,4.702860157664,7.94366719336161e-06,5.34066092652135e-05,3.15499654925799,"Up",NA,"'MS4A8',"
"SOX4",1.20642164546597,4.34644515339975,7.20002571224209,9.91319859496557e-11,3.01142417518636e-09,14.087092214526,"Up",NA,"'SOX4',"
"CHDH",1.20546220340318,2.53428248537485,7.50915981028251,2.16846105047655e-11,8.45327541694355e-10,15.5695086903822,"Up",NA,"'CHDH',"
"EMB",1.20507906826826,4.23464585145643,6.64642287970669,1.43353388820236e-09,2.98984806120367e-08,11.4853261070309,"Up",NA,"'EMB',"
"HID1",1.20176183331092,4.9856397094103,7.03822340722668,2.17982281790579e-10,5.91908240808319e-09,13.3191125767834,"Up",NA,"'HID1',"
"TRPV6",1.20028779584357,3.49154748153746,3.88257151407463,0.000182153581571716,0.00082211228890231,0.17973928785407,"Up",NA,"'TRPV6',"
"CLDN3",1.20019025775466,6.19339747777416,3.58759280471326,0.000511252315651948,0.00202076110917399,-0.788031716975467,"Up",NA,"'CLDN3',"
"RGS10",1.19985725212364,5.07944441457919,6.06967471546872,2.1293013368619e-08,3.14089159678181e-07,8.86439580129275,"Up",NA,"'RGS10',"
"MMP9",1.19673827430847,1.65198710285546,3.94848762103396,0.00014360087655046,0.000670605018872922,0.403814576955846,"Up",NA,"'MMP9',"
"BCAM",1.19364901834537,6.59629370684627,5.59226998147298,1.83326061709694e-07,2.02943402621469e-06,6.78025254959802,"Up",NA,"'BCAM',"
"RAB17",1.19269976430085,2.50105122821005,8.6882131886905,5.78285667942389e-14,5.83506123818857e-12,21.3598930474718,"Up",NA,"'RAB17',"
"ZIC2",1.19150204765889,0.797399918149851,8.48018038443943,1.66435564929977e-13,1.42616437382923e-11,20.3263421312392,"Up",NA,"'ZIC2',"
"FAM222A",1.18998076658654,1.56715124047724,8.2446900207188,5.48057335902081e-13,3.82923444769123e-11,19.1614602446336,"Up",NA,"'FAM222A',"
"ZNF350",1.18894588592902,3.6190106959943,7.16682162963229,1.16582445028228e-10,3.47186343669309e-09,13.9290228998009,"Up",NA,"'ZNF350',"
"APOE",1.1873712046251,4.91661044094617,4.34224106698235,3.29329838138753e-05,0.000185334753396177,1.79853906183019,"Up",NA,"'APOE',"
"SLC19A1",1.18630025483543,2.09149807318475,10.536697767537,4.43511282185486e-18,2.42065198687689e-15,30.6281715348728,"Up",NA,"'SLC19A1',"
"MATK",1.17851621359539,1.12365380975134,8.85154272906559,2.51568365533388e-14,2.9108222473118e-12,22.1738305362139,"Up",NA,"'MATK',"
"NWD1",1.17722457660653,2.77489148706385,7.02854607539457,2.28460740896716e-10,6.13937547208542e-09,13.2733664127711,"Up",NA,"'NWD1',"
"FABP5",1.17007636336907,2.46625447192214,4.28545256258949,4.09432900146106e-05,0.000223557501173855,1.59163093694225,"Up",NA,"'FABP5',"
"B3GNT6",1.16560263763851,0.873161630249066,4.75934153300069,6.31977928517355e-06,4.38689761155762e-05,3.37384085748597,"Up",NA,"'B3GNT6',"
"FZD8",1.15726692513294,1.85756128511066,7.67893412669056,9.3436186262593e-12,4.09002833649703e-10,16.391223462233,"Up",NA,"'FZD8',"
"RNF157",1.1531728631607,1.32445445532697,7.56593123986016,1.63725691949573e-11,6.60942426656875e-10,15.8437248708154,"Up",NA,"'RNF157',"
"CYP2J2",1.15314078911298,2.16796704947486,5.7943026606887,7.44419274310177e-08,9.26875979240485e-07,7.65180880988221,"Up",NA,"'CYP2J2',"
"DHCR24",1.15262191124403,6.45932297886343,4.05382352993632,9.76821091774744e-05,0.00047907483674892,0.767619707120221,"Up",NA,"'DHCR24',"
"SEZ6L2",1.15250747814806,4.40528989501957,4.69620621218505,8.15974992388735e-06,5.46192305820104e-05,3.12932540731881,"Up",NA,"'SEZ6L2',"
"NUDT8",1.14926615197442,3.34184528268369,4.44103438328323,2.24569246636701e-05,0.000132753821490476,2.16293234032297,"Up",NA,"'NUDT8',"
"RAB3D",1.14834610334276,4.25799123648737,7.50792826976013,2.18170618075398e-11,8.48669689070167e-10,15.5635665595976,"Up",NA,"'RAB3D',"
"CERS4",1.14807326777501,4.86825262533863,6.98256059715578,2.85483830445819e-10,7.42994163879477e-09,13.0562837226763,"Up",NA,"'CERS4',"
"UAP1",1.14489865238821,5.16651796548475,8.30559498806652,4.02904349362856e-13,2.99965590595313e-11,19.4621627671886,"Up",NA,"'UAP1',"
"ASPHD1",1.14203955617926,1.31953951996769,8.47863973502559,1.67741305475532e-13,1.43060495552513e-11,20.3187025880545,"Up",NA,"'ASPHD1',"
"ACACA",1.14137228697172,4.28375033460726,8.67446775152492,6.20190452286159e-14,6.08993500336776e-12,21.2914876527469,"Up",NA,"'ACACA',"
"TSPAN13",1.13947330947187,5.93860392643573,5.44727197440764,3.46735981715222e-07,3.55463083738077e-06,6.16485974831099,"Up",NA,"'TSPAN13',"
